subject_name,course_name,absolute_course_url
Engineering Courses,Hydraulique fluviale 1 - Écoulements à surface libre,https://www.classcentral.com/course/edx-hydraulique-fluviale-1-ecoulements-a-surface-libre-8524
Engineering Courses,Maps and the Geospatial Revolution,https://www.classcentral.com/course/maps-676
Engineering Courses,Reacciones rédox en la industria y la naturaleza,https://www.classcentral.com/course/edx-reacciones-redox-en-la-industria-y-la-naturaleza-16859
Engineering Courses,Codificación de audio: Más allá del MP3,https://www.classcentral.com/course/edx-codificacion-de-audio-mas-alla-del-mp3-8727
Engineering Courses,Spatial Data Science: The New Frontier in Analytics,https://www.classcentral.com/course/independent-spatial-data-science-the-new-frontier-in-analytics-17227
Art & Design Courses,Sustainability in Architecture: An Interdisciplinary Introduction,https://www.classcentral.com/course/edx-sustainability-in-architecture-an-interdisciplinary-introduction-11438
Art & Design Courses,Gamification,https://www.classcentral.com/course/gamification-343
Art & Design Courses,Introduction to Real-Time Audio Programming in ChucK,https://www.classcentral.com/course/kadenze-introduction-to-real-time-audio-programming-in-chuck-3749
Art & Design Courses,A Scuola con Raffaello,https://www.classcentral.com/course/independent-a-scuola-con-raffaello-21210
Art & Design Courses,Innovation: the Fashion Industry,https://www.classcentral.com/course/fashion-innovation-5004
Art & Design Courses,Radio para internet con Podcast: creación y conceptos básicos,https://www.classcentral.com/course/edx-radio-para-internet-con-podcast-creacion-y-conceptos-basicos-11824
Art & Design Courses,Sound Production in Ableton Live for Musicians and Artists,https://www.classcentral.com/course/kadenze-sound-production-in-ableton-live-for-musicians-and-artists-3765
Art & Design Courses,Introduction to Classical Music,https://www.classcentral.com/course/introclassicalmusic-2987
Art & Design Courses,Fundamentals of Music Theory,https://www.classcentral.com/course/musictheory-1358
Art & Design Courses,Guitar for Beginners,https://www.classcentral.com/course/guitar-522
Art & Design Courses,Introduction to Graphic Illustration,https://www.classcentral.com/course/kadenze-introduction-to-graphic-illustration-3773
Art & Design Courses,Fundamentals of Graphic Design,https://www.classcentral.com/course/fundamentals-of-graphic-design-4792
Art & Design Courses,The Music of the Beatles,https://www.classcentral.com/course/beatles-1135
Art & Design Courses,Songwriting: Writing the Lyrics,https://www.classcentral.com/course/songwriting-lyrics-523
Art & Design Courses,Programming Max: Structuring Interactive Software for Digital Arts,https://www.classcentral.com/course/kadenze-programming-max-structuring-interactive-software-for-digital-arts-6411
Art & Design Courses,"History of Rock, Part One",https://www.classcentral.com/course/historyofrock1-690
Engineering Courses,"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories",https://www.classcentral.com/course/materials-structures-6188
Engineering Courses,Cognitive Solutions and RPA Analytics,https://www.classcentral.com/course/cognitive-solutions-rpa-analytics-19165
Engineering Courses,機器人學一 (Robotics (1)),https://www.classcentral.com/course/robotics1-8553
Engineering Courses,Introduction to Power Electronics,https://www.classcentral.com/course/powerelectronics-716
Engineering Courses,MOS Transistors,https://www.classcentral.com/course/mosfet-547
Engineering Courses,VLSI CAD Part I: Logic,https://www.classcentral.com/course/vlsi-cad-logic-428
Engineering Courses,Systèmes d’Information Géographique - Partie 1,https://www.classcentral.com/course/sig-1-8801
Engineering Courses,Systèmes d’Information Géographique - Partie 2,https://www.classcentral.com/course/sig-2-8802
Engineering Courses,Intelligent Machining,https://www.classcentral.com/course/intelligent-machining-8295
Engineering Courses,Cyber Security in Manufacturing,https://www.classcentral.com/course/cyber-security-manufacturing-8308
Engineering Courses,Advanced Manufacturing Enterprise,https://www.classcentral.com/course/advanced-manufacturing-enterprise-8310
Engineering Courses,Introduction to solar cells,https://www.classcentral.com/course/solar-cells-9050
Engineering Courses,Explorando la Energía Sustentable,https://www.classcentral.com/course/explorando-energia-sustentable-9052
Engineering Courses,Autodesk Fusion 360 Integrated CAD/CAM/CAE,https://www.classcentral.com/course/fusion-360-integrated-cad-cam-cae-9686
Engineering Courses,Intro to Digital Manufacturing with Autodesk Fusion 360,https://www.classcentral.com/course/introduction-digital-manufacturing-fusio-9687
Engineering Courses,Введение в механику деформируемого твёрдого тела (Introduction to the mechanics of deformable solids),https://www.classcentral.com/course/introduction-mechanics-continuum-deforma-9658
Engineering Courses,Mobilité et urbanisme,https://www.classcentral.com/course/mobiurba-4409
Art & Design Courses,Physical Theatre: Exploring the Slap,https://www.classcentral.com/course/physical-theatre-exploring-the-slap-6096
Art & Design Courses,Exploring Beethoven’s Piano Sonatas,https://www.classcentral.com/course/beethovensonatas-730
Art & Design Courses,Roman Architecture,https://www.classcentral.com/course/romanarchitecture-910
Art & Design Courses,Introduction to Game Design,https://www.classcentral.com/course/intro-game-design-4220
Art & Design Courses,Developing Your Musicianship,https://www.classcentral.com/course/musicianship-1726
Art & Design Courses,3D Printing Software,https://www.classcentral.com/course/3d-printing-software-5993
Art & Design Courses,Introduction to Typography,https://www.classcentral.com/course/typography-5444
Art & Design Courses,Comics: Art in Relationship,https://www.classcentral.com/course/kadenze-comics-art-in-relationship-3775
Art & Design Courses,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",https://www.classcentral.com/course/film-images-542
Art & Design Courses,Intro to the Design of Everyday Things,https://www.classcentral.com/course/udacity-intro-to-the-design-of-everyday-things-1044
Art & Design Courses,Explore Filmmaking: from Script to Screen,https://www.classcentral.com/course/explore-filmmaking-3001
Art & Design Courses,The Architectural Imagination,https://www.classcentral.com/course/edx-the-architectural-imagination-7836
Art & Design Courses,Introduction to Graphic Design,https://www.classcentral.com/course/kadenze-introduction-to-graphic-design-5892
Art & Design Courses,"Hollywood: History, Industry, Art",https://www.classcentral.com/course/edx-hollywood-history-industry-art-5643
Art & Design Courses,A Global History of Architecture,https://www.classcentral.com/course/edx-a-global-history-of-architecture-928
Art & Design Courses,Sound Synthesis Using Reaktor,https://www.classcentral.com/course/kadenze-sound-synthesis-using-reaktor-3766
Engineering Courses,Embedded Hardware and Operating Systems,https://www.classcentral.com/course/embedded-operating-system-6826
Art & Design Courses,The Modern Genius: Art and Culture in the 19th Century,https://www.classcentral.com/course/kadenze-the-modern-genius-art-and-culture-in-the-19th-century-3747
Art & Design Courses,Information Design,https://www.classcentral.com/course/infodesign-2787
Art & Design Courses,崑曲之美,https://www.classcentral.com/course/kunqu-652
Art & Design Courses,Management of Fashion and Luxury Companies,https://www.classcentral.com/course/mafash-1374
Art & Design Courses,20世纪西方音乐 Western Music in the 20th Century,https://www.classcentral.com/course/20cnwm-2358
Art & Design Courses,Ignite Your Everyday Creativity,https://www.classcentral.com/course/creative-3139
Art & Design Courses,Music Business Foundations,https://www.classcentral.com/course/music-business-foundations-4429
Art & Design Courses,"Photography Techniques: Light, Content, and Sharing",https://www.classcentral.com/course/photography-techniques-6478
Art & Design Courses,The Art of Music Production,https://www.classcentral.com/course/producing-music-6350
Art & Design Courses,The Technology of Music Production,https://www.classcentral.com/course/technology-of-music-production-6351
Art & Design Courses,User Research and Design,https://www.classcentral.com/course/design-research-6924
Art & Design Courses,UI Design Capstone,https://www.classcentral.com/course/ui-design-capstone-6928
Art & Design Courses,"Cameras, Exposure, and Photography",https://www.classcentral.com/course/photocourse1-5463
Art & Design Courses,Getting Started With Music Theory,https://www.classcentral.com/course/music-theory-8026
Art & Design Courses,Дизайн-методология: управление вдохновением (Design-methodology. Inspiration management),https://www.classcentral.com/course/spbu-dsgnmt-fall-2017-9343
Art & Design Courses,Art of the MOOC:  Experiments with Sound,https://www.classcentral.com/course/experiments-with-sound-10762
Art & Design Courses,Composição: Escrevendo a letra,https://www.classcentral.com/course/composicao-escrevendo-letra-9457
Science Courses,Mountains 101,https://www.classcentral.com/course/mountains-101-7455
Science Courses,Nutrition and Health: Human Microbiome,https://www.classcentral.com/course/edx-nutrition-and-health-human-microbiome-9565
Science Courses,Forensic Facial Reconstruction: Finding Mr. X,https://www.classcentral.com/course/forensic-facial-reconstruction-7641
Science Courses,Pronóstico de la generación de energía eólica y solar fotovoltaica,https://www.classcentral.com/course/edx-pronostico-de-la-generacion-de-energia-eolica-y-solar-fotovoltaica-19544
Science Courses,Extinctions: Past and Present,https://www.classcentral.com/course/extinctions-past-present-8004
Science Courses,Introduction to Complexity,https://www.classcentral.com/course/complexity-explorer-introduction-to-complexity-557
Science Courses,Dino 101: Dinosaur Paleobiology,https://www.classcentral.com/course/dino101-1057
Science Courses,Ecology and Wildlife Conservation,https://www.classcentral.com/course/ecology-and-wildlife-conservation-13667
Science Courses,The Science of Gastronomy,https://www.classcentral.com/course/scigast-519
Science Courses,Quantum Mechanics for Everyone,https://www.classcentral.com/course/edx-quantum-mechanics-for-everyone-8284
Science Courses,Introduction to Biology - The Secret of Life,https://www.classcentral.com/course/edx-introduction-to-biology-the-secret-of-life-637
Science Courses,Introduction to Animal Behaviour,https://www.classcentral.com/course/edx-introduction-to-animal-behaviour-6033
Science Courses,Molecular Biology - Part 1: DNA Replication and Repair,https://www.classcentral.com/course/edx-molecular-biology-part-1-dna-replication-and-repair-2907
Science Courses,Vital Signs: Understanding What the Body Is Telling Us,https://www.classcentral.com/course/vitalsigns-1887
Science Courses,The Science of Everyday Thinking,https://www.classcentral.com/course/edx-the-science-of-everyday-thinking-1332
Science Courses,Atmospheric Chemistry: Planets and Life Beyond Earth,https://www.classcentral.com/course/atmospheric-chemistry-planets-and-life-beyond-ear-12703
Science Courses,The Science of the Solar System,https://www.classcentral.com/course/solarsystem-1813
Science Courses,Best Practices for Biomedical Research Data Management (HE),https://www.classcentral.com/course/canvas-network-best-practices-for-biomedical-research-data-management-he-10172
Science Courses,Introducción a la Estructura de la Materia,https://www.classcentral.com/course/edx-introduccion-a-la-estructura-de-la-materia-3066
Science Courses,Astrobiology and the Search for Extraterrestrial Life,https://www.classcentral.com/course/astrobio-415
Science Courses,Sheep in the Land of Fire and Ice,https://www.classcentral.com/course/edx-sheep-in-the-land-of-fire-and-ice-13245
Science Courses,Introduction to Genetics and Evolution,https://www.classcentral.com/course/geneticsevolution-381
Science Courses,Introducción a la genética y la evolución,https://www.classcentral.com/course/edx-introduccion-a-la-genetica-y-la-evolucion-8591
Science Courses,Understanding the Brain: The Neurobiology of Everyday Life,https://www.classcentral.com/course/neurobio-1606
Science Courses,Técnicas Cuantitativas y Cualitativas para la Investigación,https://www.classcentral.com/course/edx-tecnicas-cuantitativas-y-cualitativas-para-la-investigacion-6601
Science Courses,Paleontology: Theropod Dinosaurs and the Origin of Birds,https://www.classcentral.com/course/theropods-birds-5236
Science Courses,Medical Neuroscience,https://www.classcentral.com/course/medicalneuro-384
Science Courses,"Biochemistry: Biomolecules, Methods, and Mechanisms",https://www.classcentral.com/course/edx-biochemistry-biomolecules-methods-and-mechanisms-12585
Science Courses,Paleontology: Ancient Marine Reptiles,https://www.classcentral.com/course/ancient-marine-reptiles-5235
Science Courses,Paleontology: Early Vertebrate Evolution,https://www.classcentral.com/course/early-vertebrate-evolution-5417
Science Courses,Introduction to Neuroeconomics: How the Brain Makes Decisions,https://www.classcentral.com/course/neuroec-1387
Science Courses,Understanding Einstein: The Special Theory of Relativity,https://www.classcentral.com/course/einstein-765
Science Courses,Climate Change Mitigation in Developing Countries,https://www.classcentral.com/course/climate-change-mitigation-5054
Science Courses,Zoologia,https://www.classcentral.com/course/edx-zoologia-11407
Science Courses,Animal Behaviour and Welfare,https://www.classcentral.com/course/animal-1357
Science Courses,An Introduction to Consumer Neuroscience & Neuromarketing,https://www.classcentral.com/course/neuromarketing-1395
Science Courses,Introduction to Physical Chemistry,https://www.classcentral.com/course/physicalchemistry-1456
Science Courses,From the Big Bang to Dark Energy,https://www.classcentral.com/course/bigbang-722
Science Courses,Intro to Physics,https://www.classcentral.com/course/udacity-intro-to-physics-363
Science Courses,Monitoring Volcanoes and Magma Movements,https://www.classcentral.com/course/edx-monitoring-volcanoes-and-magma-movements-13227
Science Courses,Greatest Unsolved Mysteries of the Universe,https://www.classcentral.com/course/edx-greatest-unsolved-mysteries-of-the-universe-1598
Science Courses,Understanding Plants - Part I: What a Plant Knows,https://www.classcentral.com/course/plantknows-975
Science Courses,AstroTech: The Science and Technology behind Astronomical Discovery,https://www.classcentral.com/course/astrotech-1360
Science Courses,"Synapses, Neurons and Brains",https://www.classcentral.com/course/bluebrain-504
Science Courses,The Truth About Cats and Dogs,https://www.classcentral.com/course/cats-and-dogs-8318
Science Courses,Introduction to Forensic Science,https://www.classcentral.com/course/ntufsc-1264
Science Courses,Applications of Quantum Mechanics,https://www.classcentral.com/course/edx-applications-of-quantum-mechanics-12749
Science Courses,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",https://www.classcentral.com/course/edx-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron-942
Science Courses,Bioinformatic Methods I,https://www.classcentral.com/course/bioinfomethods1-1368
Science Courses,Discovering Science: Medicinal Chemistry,https://www.classcentral.com/course/discovering-science-medicinal-chemistry-7739
Programming Courses,Programming for Everybody (Getting Started with Python),https://www.classcentral.com/course/python-4319
Programming Courses,Python Data Structures,https://www.classcentral.com/course/python-data-4174
Programming Courses,Using Python to Access Web Data,https://www.classcentral.com/course/python-network-data-4343
Programming Courses,An Introduction to Interactive Programming in Python (Part 1),https://www.classcentral.com/course/interactivepython1-408
Programming Courses,Using Databases with Python,https://www.classcentral.com/course/python-databases-4272
Programming Courses,Python for Everybody,https://www.classcentral.com/course/python-18625
Programming Courses,Introduction to Programming with MATLAB,https://www.classcentral.com/course/matlab-3396
Programming Courses,Python and Statistics for Financial Analysis,https://www.classcentral.com/course/python-statistics-financial-analysis-12648
Programming Courses,Computing in Python I: Fundamentals and Procedural Programming,https://www.classcentral.com/course/edx-computing-in-python-i-fundamentals-and-procedural-programming-11469
Programming Courses,Learn to Program: The Fundamentals,https://www.classcentral.com/course/programming1-385
Programming Courses,Python: Aprender a programar,https://www.classcentral.com/course/edx-python-aprender-a-programar-20077
Programming Courses,Computing in Python IV: Objects & Algorithms,https://www.classcentral.com/course/edx-computing-in-python-iv-objects-algorithms-11472
Programming Courses,An Introduction to Interactive Programming in Python (Part 2),https://www.classcentral.com/course/interactivepython2-3196
Programming Courses,Python for Everybody - Exploring Information,https://www.classcentral.com/course/independent-python-for-everybody-exploring-information-7363
Programming Courses,Programming Mobile Applications for Android Handheld Systems: Part 1,https://www.classcentral.com/course/androidpart1-1178
Programming Courses,Ruby on Rails: An Introduction,https://www.classcentral.com/course/ruby-on-rails-intro-4258
Programming Courses,Computing in Python II: Control Structures,https://www.classcentral.com/course/edx-computing-in-python-ii-control-structures-11470
Programming Courses,Object-Oriented Design,https://www.classcentral.com/course/object-oriented-design-9216
Programming Courses,Introduction to VBA/Excel Programming,https://www.classcentral.com/course/open-education-by-blackboard-introduction-to-vba-excel-programming-1797
Programming Courses,Intro to HTML and CSS,https://www.classcentral.com/course/udacity-intro-to-html-and-css-2659
Programming Courses,Introduction to video game development with Unity,https://www.classcentral.com/course/edx-introduction-to-video-game-development-with-unity-18138
Programming Courses,Introduction to HTML5,https://www.classcentral.com/course/introhtml-4307
Programming Courses,Computing in Python III: Data Structures,https://www.classcentral.com/course/edx-computing-in-python-iii-data-structures-11471
Programming Courses,"Programming Languages, Part A",https://www.classcentral.com/course/programming-languages-452
Programming Courses,Introducción al desarrollo de videojuegos con Unity,https://www.classcentral.com/course/edx-introduccion-al-desarrollo-de-videojuegos-con-unity-5345
Programming Courses,Android: Introducción a la Programación,https://www.classcentral.com/course/edx-android-introduccion-a-la-programacion-2964
Programming Courses,Functional Program Design in Scala,https://www.classcentral.com/course/progfun2-1186
Programming Courses,Introducción a la Ingeniería del Software,https://www.classcentral.com/course/edx-introduccion-a-la-ingenieria-del-software-13805
Programming Courses,Front End Web Developer,https://www.classcentral.com/course/front-end-web-developer-nanodegree--nd0011-18193
Programming Courses,Introducción a la programación orientada a objetos en Java,https://www.classcentral.com/course/introduccion-programacion-java-9065
Programming Courses,Design Patterns,https://www.classcentral.com/course/design-patterns-9215
Programming Courses,Java Programming: Solving Problems with Software,https://www.classcentral.com/course/java-programming-4305
Programming Courses,Programming Mobile Applications for Android Handheld Systems: Part 2,https://www.classcentral.com/course/androidpart2-3076
Programming Courses,JavaScript Basics,https://www.classcentral.com/course/udacity-javascript-basics-2660
Programming Courses,Responsive Web Design,https://www.classcentral.com/course/responsive-web-design-4200
Programming Courses,Introduction to Game Development,https://www.classcentral.com/course/gamedev-4275
Programming Courses,Code Yourself! An Introduction to Programming,https://www.classcentral.com/course/codeyourself-2938
Programming Courses,Developing Android Apps,https://www.classcentral.com/course/udacity-developing-android-apps-2211
Programming Courses,Introdução ao Controle Moderno,https://www.classcentral.com/course/controle-moderno-8482
Programming Courses,Programming Basics,https://www.classcentral.com/course/edx-programming-basics-1650
Programming Courses,"Programming Foundations with JavaScript, HTML and CSS",https://www.classcentral.com/course/duke-programming-web-4256
Programming Courses,Cloud Computing Basics (Cloud 101),https://www.classcentral.com/course/cloud-computing-basics-18069
Programming Courses,Diagramas UML estructurales para la Ingeniería del Software,https://www.classcentral.com/course/edx-diagramas-uml-estructurales-para-la-ingenieria-del-software-14426
Programming Courses,HTML5 Coding Essentials and Best Practices,https://www.classcentral.com/course/edx-html5-coding-essentials-and-best-practices-3444
Programming Courses,Using Python for Research,https://www.classcentral.com/course/edx-using-python-for-research-7204
Programming Courses,Android Developer,https://www.classcentral.com/course/android-developer-nanodegree-by-google--nd801-18236
Programming Courses,Full Stack Web Developer Nanodegree,https://www.classcentral.com/course/full-stack-web-developer-nanodegree--nd004-18244
Programming Courses,Full Stack Foundations,https://www.classcentral.com/course/udacity-full-stack-foundations-3254
Programming Courses,Introduction to Functional Programming,https://www.classcentral.com/course/edx-introduction-to-functional-programming-2147
Programming Courses,Java Programming Basics,https://www.classcentral.com/course/udacity-java-programming-basics-6686
Mathematics Courses,Matrix Algebra for Engineers,https://www.classcentral.com/course/matrix-algebra-engineers-11986
Mathematics Courses,Differential Equations for Engineers,https://www.classcentral.com/course/differential-equations-engineers-13258
Mathematics Courses,Fibonacci Numbers and the Golden Ratio,https://www.classcentral.com/course/fibonacci-6684
Mathematics Courses,Introduction to Dynamical Systems and Chaos,https://www.classcentral.com/course/complexity-explorer-introduction-to-dynamical-systems-and-chaos-1182
Mathematics Courses,Estadística Aplicada a los Negocios,https://www.classcentral.com/course/edx-estadistica-aplicada-a-los-negocios-10270
Mathematics Courses,Vector Calculus for Engineers,https://www.classcentral.com/course/vector-calculus-engineers-17387
Mathematics Courses,Bases Matemáticas: Números y terminología,https://www.classcentral.com/course/edx-bases-matematicas-numeros-y-terminologia-2955
Mathematics Courses,Fractals and Scaling,https://www.classcentral.com/course/complexity-explorer-fractals-and-scaling-3612
Mathematics Courses,Introduction to Mathematical Thinking,https://www.classcentral.com/course/maththink-370
Mathematics Courses,Intro to Statistics,https://www.classcentral.com/course/udacity-intro-to-statistics-361
